"shot_id","shot_made_flag"
1,0.58060239315033
8,0.419397605061531
17,0.583539893627167
20,0.416460104882717
33,0.504803096652031
34,0.495196895003319
35,0.45418320953846
36,0.54581679224968
37,0.607594341039658
38,0.392405655384064
45,0.598401535749435
50,0.401598461866379
55,0.442491222023964
60,0.557508773505688
66,0.404105243682861
67,0.595894756317139
71,0.154594505056739
80,0.84540550172329
85,0.588721537590027
86,0.411278461515903
95,0.495026781857014
104,0.504973221421242
113,0.651064618825912
123,0.348935383856297
126,0.680655632019043
133,0.319344366192818
141,0.680722407102585
144,0.319277594387531
150,0.565028150677681
152,0.434971850514412
153,0.591985302567482
156,0.408014697134495
159,0.569503282308578
165,0.430496716201305
172,0.588358750343323
182,0.411641250550747
192,0.553007310032845
193,0.446992683112621
196,0.598802798986435
202,0.401197198927403
210,0.589033386111259
211,0.410966611206532
228,0.591794180870056
257,0.408205823004246
260,0.617638866901398
264,0.382361141443253
267,0.638719329833984
279,0.361280674934387
282,0.576134414076805
293,0.423865582942963
299,0.457490162551403
300,0.542509834766388
301,0.572542026042938
317,0.427457972466946
327,0.593476627469063
328,0.406523371636868
335,0.445515510737896
346,0.554484489560127
348,0.576503378748894
365,0.423496622443199
390,0.484237944483757
391,0.515762055814266
392,0.654526776075363
397,0.345473223924637
418,0.0823689752072096
428,0.917631022930145
434,0.102193195894361
439,0.89780680835247
440,0.583303989768028
456,0.41669601559639
459,0.273070354759693
472,0.726929647922516
480,0.602660201191902
491,0.397339794933796
497,0.381367508769035
509,0.618632488250732
511,0.607754205465317
523,0.392245792746544
533,0.603120784163475
544,0.396879215240479
546,0.691581131219864
555,0.308418873548508
558,0.618422156572342
560,0.381577842831612
573,0.119588039368391
591,0.880411962270737
596,0.569738773703575
597,0.430261227488518
601,0.576301357150078
605,0.423698645234108
617,0.567928410768509
628,0.432071590423584
634,0.62608182311058
646,0.373918181359768
649,0.0962806817889214
651,0.903719320297241
654,0.586634931564331
656,0.413365072011948
657,0.566613046526909
669,0.433386956453323
670,0.554646062254906
693,0.44535393178463
694,0.583053380846977
699,0.416946616172791
711,0.585786319375038
718,0.414213679134846
722,0.62204970240593
723,0.377950301766396
725,0.624085817933083
734,0.375914182364941
735,0.626046237945557
737,0.373953759372234
746,0.441841067075729
747,0.558158932328224
766,0.576174207925797
767,0.423825795948505
771,0.545069569945335
773,0.454930431544781
774,0.606489660739899
783,0.393510339856148
784,0.49250514537096
789,0.5074948528409
792,0.469183401465416
804,0.53081660091877
809,0.571313515305519
812,0.42868648737669
813,0.632569757699966
817,0.36743024289608
820,0.615434131026268
825,0.384565866589546
826,0.680926802158356
829,0.319073204696178
855,0.595920697450638
859,0.404079304039478
862,0.440954442620277
870,0.559045548439026
876,0.615052114725113
880,0.384947887957096
886,0.573550859093666
889,0.426449143588543
891,0.571932175159454
897,0.428067820072174
902,0.56444380402565
903,0.435556196272373
908,0.608174827694893
909,0.391825174987316
920,0.636870358586311
922,0.363129640817642
924,0.545520680546761
932,0.454479323923588
934,0.604352941513062
937,0.395647057294846
941,0.648728715777397
943,0.351271280348301
950,0.753091577887535
952,0.246908423006535
954,0.568965855836868
963,0.43103413850069
975,0.465573883652687
979,0.534426114559174
981,0.627682609558106
983,0.372317380607128
985,0.470153937339783
989,0.529846059679985
995,0.668585379123688
998,0.331414622664452
1008,0.588104482889175
1019,0.411895514726639
1023,0.590523157119751
1026,0.409476844966412
1029,0.610140717625618
1034,0.389859282374382
1036,0.555480569601059
1038,0.44451943397522
1039,0.581055454015732
1051,0.418944544792175
1052,0.54691854596138
1066,0.453081455528736
1087,0.565919410586357
1092,0.434080587923527
1094,0.58744382083416
1098,0.412556172013283
1099,0.666539626717567
1102,0.333460375666618
1118,0.581368300318718
1131,0.418631701767445
1133,0.583611835241318
1135,0.416388164162636
1138,0.583690421581268
1139,0.416309575438499
1142,0.424810344278812
1151,0.575189653635025
1152,0.101857272386551
1155,0.89814272582531
1165,0.440376906394959
1167,0.559623094797134
1172,0.526478273272514
1174,0.47352172523737
1180,0.586876401305199
1200,0.413123605251312
1202,0.16191768720746
1227,0.838082320094109
1228,0.568948473930359
1229,0.431051525771618
1237,0.545098861455917
1241,0.454901136159897
1256,0.576576683521271
1279,0.423423319756985
1293,0.590087041258812
1295,0.409912960827351
1319,0.557198401689529
1320,0.442801595330238
1321,0.601229964494705
1322,0.398770036697388
1334,0.657215979099274
1351,0.342784018814564
1373,0.550823369026184
1375,0.449176629781723
1380,0.576741893291473
1382,0.423258110582829
1385,0.376843527853489
1399,0.623156475424766
1403,0.568263913393021
1428,0.431736081242561
1434,0.582499866485596
1444,0.417500131130218
1448,0.586713202595711
1466,0.413286799788475
1476,0.652234054803848
1478,0.347765940129757
1485,0.617333945631981
1491,0.382666057050228
1494,0.558732551932335
1500,0.441267445981503
1501,0.614481746554375
1503,0.385518254339695
1519,0.57609932243824
1524,0.423900676369667
1529,0.555498675704002
1533,0.444501321911812
1538,0.597745308279991
1539,0.402254689633846
1546,0.623846704959869
1555,0.376153289079666
1559,0.63344864487648
1563,0.366551358103752
1565,0.663057386279106
1574,0.336942606270313
1591,0.610840511322021
1594,0.389159484803677
1605,0.588685303628445
1611,0.411314696669579
1614,0.603087770342827
1620,0.396912230849266
1626,0.587304661870003
1630,0.412695342600346
1632,0.62324883043766
1634,0.376751162707806
1643,0.611319518685341
1651,0.388680485486984
1655,0.609639998078346
1658,0.390360005497932
1659,0.639807341098785
1665,0.360192656517029
1675,0.584952642917633
1680,0.415047356188297
1690,0.469446768760681
1696,0.530553230643272
1714,0.625845900177956
1721,0.374154097735882
1726,0.608205876350403
1728,0.391794124245644
1734,0.573316931724548
1735,0.426683073937893
1740,0.587413591146469
1744,0.412586408555508
1747,0.0784774509444833
1752,0.921522544026375
1763,0.56913459956646
1765,0.43086540043354
1769,0.427340201735497
1785,0.572659803628922
1787,0.101757761761546
1788,0.898242239952087
1793,0.681523575186729
1800,0.318476420938969
1825,0.548417413234711
1826,0.451582583487034
1834,0.621110854744911
1843,0.378889136612415
1844,0.60523316025734
1848,0.394766844213009
1849,0.638416867256165
1860,0.361583131253719
1863,0.567135347127914
1875,0.432864654362202
1883,0.583038602471352
1890,0.416961396634579
1892,0.634998666644096
1893,0.365001335442066
1897,0.648146108984947
1905,0.351853891015053
1908,0.608302056193352
1931,0.391697949171066
1940,0.583100541830063
1943,0.416899457871914
1947,0.588266173005104
1965,0.411733831167221
1967,0.592710160017014
1968,0.407289844155312
1972,0.592622364163399
1982,0.407377633154392
1985,0.130702195614576
2005,0.869297807812691
2010,0.62709964632988
2021,0.372900358140469
2024,0.614603783488274
2036,0.385396213531494
2043,0.590161308646202
2047,0.409838687479496
2049,0.517054665088654
2055,0.482945331037045
2065,0.83480702996254
2066,0.165192971974611
2070,0.241667604446411
2077,0.758332397937775
2085,0.313276734799147
2095,0.686723254919052
2097,0.565609751343727
2108,0.434390245079994
2112,0.470945228636265
2113,0.529054771065712
2122,0.594395745396614
2139,0.405604255497456
2144,0.525436539947987
2146,0.474563458263874
2148,0.599103487730026
2149,0.400896512567997
2157,0.603568002581596
2159,0.396431996524334
2168,0.587482409477234
2176,0.412517585456371
2178,0.580768219828606
2181,0.419231780767441
2187,0.594468902945518
2188,0.405531094074249
2190,0.618966664075851
2194,0.381033336520195
2197,0.633933352828026
2214,0.36606665045023
2217,0.634928619861603
2222,0.365071384012699
2223,0.59308690071106
2226,0.406913093626499
2230,0.599556007385254
2240,0.400443996191025
2247,0.580468514561653
2250,0.419531487226486
2259,0.711821358203888
2262,0.288178646415472
2266,0.564821336865425
2305,0.435178664326668
2310,0.556279790401459
2313,0.443720211982727
2319,0.623803402781486
2320,0.37619659781456
2345,0.61877855360508
2350,0.381221444606781
2356,0.573363349437714
2360,0.42663665831089
2370,0.562135733366013
2386,0.437864260673523
2398,0.427077226936817
2414,0.572922771573067
2435,0.0469219774380326
2439,0.953078025579453
2446,0.391735935509205
2458,0.608264063596725
2465,0.0825472228601575
2466,0.917452782392502
2470,0.597248148918152
2495,0.402751848101616
2501,0.494144538342953
2507,0.505855466425419
2533,0.624117972254753
2537,0.37588202804327
2538,0.468233888149261
2541,0.531766107678413
2542,0.600403525829315
2544,0.399596468508244
2554,0.0693695405870676
2555,0.930630455613136
2565,0.484892258942127
2575,0.515107741653919
2586,0.583716658353806
2588,0.416283346414566
2594,0.413605728447437
2617,0.586394272446632
2618,0.586699687242508
2623,0.413300316333771
2631,0.597713858485222
2640,0.402286144793034
2642,0.62565275490284
2647,0.374347244501114
2663,0.343267962932587
2664,0.656732034683227
2676,0.59399992108345
2680,0.406000077426434
2681,0.419084635078907
2691,0.580915365219116
2693,0.514603396952152
2695,0.485396599471569
2704,0.594253274202347
2708,0.405746725201607
2709,0.555440948605537
2717,0.444559050798416
2722,0.56470146894455
2728,0.435298532247543
2732,0.611675080657005
2743,0.388324920535088
2752,0.402450705766678
2757,0.597549295425415
2761,0.573054596781731
2769,0.426945408284664
2771,0.5582406437397
2774,0.441759352087975
2776,0.570105848312378
2781,0.42989415615797
2793,0.691063118577004
2799,0.308936882019043
2803,0.461553572118282
2811,0.538446428775787
2818,0.597933094501495
2824,0.402066903114319
2828,0.650368631482124
2829,0.349631366431713
2830,0.275606030374765
2842,0.724393969774246
2847,0.546627469062805
2848,0.453372526466846
2868,0.343326044380665
2870,0.656673958301544
2885,0.486524215638638
2886,0.513475780785084
2889,0.107553395926952
2903,0.892446606755257
2904,0.557483738064766
2918,0.442516264915466
2919,0.638125160336494
2922,0.361874841153622
2923,0.0466458532586694
2931,0.953354140520096
2945,0.615273307561874
2955,0.384726685881615
2957,0.571497483253479
2960,0.428502513766289
2963,0.576213209033012
2966,0.42378679394722
2972,0.598241063952446
2974,0.401758935451508
2982,0.589620410203934
2984,0.410379594266415
3016,0.523135891258717
3021,0.476864104866981
3023,0.574736647009849
3025,0.425263356566429
3029,0.483795473277569
3034,0.516204528808594
3038,0.591692079901695
3040,0.4083079251647
3051,0.563003560900688
3062,0.436996436417103
3069,0.446540052592754
3071,0.553459947109222
3076,0.577614899277687
3079,0.422385105490685
3081,0.524646996259689
3082,0.475353006720543
3084,0.50963278144598
3098,0.490367220044136
3104,0.0535550615563989
3105,0.946444944143295
3114,0.587469058632851
3118,0.41253093957901
3122,0.423293870091438
3132,0.576706132888794
3138,0.614237838983536
3141,0.385762166678906
3156,0.578931663632393
3162,0.421068341135979
3167,0.576773144602776
3170,0.423226851820946
3171,0.422066871523857
3172,0.577933129668236
3176,0.592588175535202
3180,0.407411822378635
3189,0.625569319725037
3198,0.374430684447288
3206,0.575153996944427
3215,0.424846000671387
3222,0.619205782413483
3228,0.38079422056675
3229,0.57446412563324
3232,0.425535875558853
3233,0.596086714863777
3238,0.403913281857967
3256,0.584799646735191
3264,0.415200349092484
3273,0.598378251194954
3275,0.401621755957603
3285,0.598979024887085
3289,0.401020982265472
3294,0.61134379863739
3306,0.388656199574471
3311,0.551152901053429
3318,0.448847094476223
3322,0.638972823023796
3324,0.361027173995972
3334,0.566541401147842
3341,0.433458604514599
3345,0.600383976697922
3346,0.399616027772427
3352,0.625682345032692
3368,0.374317660927773
3371,0.582160245776176
3372,0.417839754521847
3375,0.580555789470673
3384,0.419444206953049
3387,0.551340731978416
3393,0.448659270107746
3406,0.0724994872882962
3411,0.927500513195991
3412,0.579085009098053
3414,0.420914988815784
3417,0.579535779953003
3420,0.420464217364788
3423,0.569055446982384
3436,0.430944553613663
3438,0.587397338151932
3442,0.412602655589581
3443,0.580368036627769
3451,0.419631956517696
3461,0.581732711195946
3489,0.418267291784287
3491,0.577575914263725
3510,0.422424092590809
3515,0.586378066539764
3527,0.413621933460236
3530,0.493531465232372
3540,0.506468535065651
3582,0.555825788378716
3604,0.444174213409424
3605,0.578274746537209
3609,0.421725260019302
3624,0.577292406558991
3628,0.422707593739033
3630,0.464673546850681
3641,0.535326452255249
3642,0.447596932649612
3648,0.55240307033062
3650,0.585476392507553
3652,0.414523608982563
3660,0.557665427327156
3664,0.442334567904472
3670,0.527730283737183
3672,0.472269713878632
3680,0.419033354520798
3682,0.580966641306877
3685,0.608702583909035
3686,0.391297411322594
3689,0.580271327495575
3705,0.419728671908379
3712,0.575879008769989
3713,0.424120985269547
3719,0.432425744533539
3721,0.567574258446693
3723,0.62227285861969
3724,0.377727136611938
3727,0.654025371074677
3733,0.345974628925323
3734,0.657376951575279
3742,0.342623055577278
3770,0.578347545266151
3777,0.4216524502635
3778,0.455578204095364
3780,0.544421797394752
3783,0.42333056807518
3784,0.576669434309006
3788,0.412994636595249
3790,0.587005359530449
3794,0.609435438513756
3795,0.39056456387043
3796,0.586188013553619
3801,0.413811989724636
3806,0.591176158189774
3813,0.408823843002319
3814,0.633259558081627
3818,0.366740438640118
3824,0.565257965326309
3836,0.434742040336132
3853,0.513111854791641
3855,0.48688814997673
3858,0.577583968639374
3861,0.422416034638882
3866,0.575530648231506
3870,0.424469350874424
3874,0.563840932846069
3876,0.436159067153931
3878,0.0822996944189072
3890,0.917700303196907
3900,0.582619196176529
3904,0.41738080650568
3906,0.786884469389916
3907,0.213115532398224
3908,0.585851539969444
3912,0.414148456156254
3918,0.553050107359886
3923,0.4469498950243
3924,0.564081491827965
3925,0.435918507575989
3927,0.416194839775562
3955,0.5838051623106
3964,0.607035256624222
3969,0.392964743375778
3974,0.597791433334351
3976,0.402208569943905
3984,0.568279958367348
3991,0.431720038950443
3993,0.54159886687994
4009,0.458401126563549
4011,0.56816083908081
4020,0.431839160621166
4033,0.588187649250031
4041,0.411812350451946
4045,0.578773793578148
4052,0.421226209402084
4055,0.520168908238411
4056,0.479831093549728
4057,0.628457391262054
4067,0.371542610526085
4069,0.58257917881012
4077,0.417420822679996
4094,0.605504363775253
4095,0.394495638310909
4100,0.623108465075493
4119,0.376891541779041
4130,0.614893413186073
4131,0.385106588900089
4132,0.56772937297821
4134,0.432270627319813
4137,0.147548835575581
4138,0.852451164722443
4143,0.59914453804493
4145,0.400855461061001
4148,0.580607993006706
4163,0.419392001926899
4166,0.470945228636265
4169,0.529054771065712
4170,0.405727266073227
4174,0.594272738099098
4180,0.498791515827179
4199,0.501208491623402
4201,0.601584475636482
4203,0.398415530323982
4210,0.684235548377037
4211,0.315764454603195
4213,0.562337651252747
4225,0.437662350833416
4235,0.621710932850838
4242,0.378289071917534
4245,0.566699091792107
4250,0.433300909101963
4252,0.819140131473541
4254,0.180859865546226
4263,0.41983942091465
4264,0.580160574316978
4268,0.626067019701004
4270,0.373932982385159
4282,0.577903289198875
4283,0.422096709311008
4291,0.586925466060638
4304,0.413074538111687
4306,0.469542323946953
4309,0.530457677841186
4310,0.453309173583984
4313,0.546690830588341
4314,0.582957300543785
4315,0.417042702138424
4321,0.583295896053314
4324,0.416704103946686
4325,0.561995415687561
4328,0.438004578351974
4329,0.581929205060005
4332,0.41807080000639
4337,0.395463837683201
4342,0.604536165595055
4344,0.567429431676865
4352,0.432570563554764
4355,0.635814264416695
4366,0.364185734391212
4371,0.830377827882767
4372,0.16962217271328
4376,0.581939326524734
4384,0.418060674369335
4387,0.597428867816925
4389,0.402571130394936
4390,0.610625951886177
4406,0.389374049603939
4407,0.43308194309473
4409,0.566918058395386
4410,0.482696573138237
4424,0.517303425371647
4434,0.65647137761116
4452,0.34352862238884
4460,0.547709476351738
4470,0.452290523052216
4480,0.581364941596985
4496,0.41863505512476
4503,0.551343986392021
4512,0.448656012713909
4518,0.620836899876595
4519,0.37916309773922
4522,0.600545910000801
4525,0.399454090893269
4537,0.606421477794647
4546,0.393578524589539
4547,0.409912441074848
4553,0.590087561607361
4556,0.584616922736168
4558,0.415383077859879
4563,0.530798269212246
4568,0.469201732873917
4574,0.556211137771606
4578,0.443788857460022
4587,0.400701249539852
4592,0.599298746585846
4610,0.579023709893227
4615,0.420976295173168
4619,0.623163462281227
4620,0.376836542785168
4625,0.588209927082062
4635,0.411790065467358
4636,0.591104022264481
4641,0.408895978033543
4650,0.651537555456162
4653,0.348462437987328
4665,0.528037130534649
4668,0.471962866187096
4669,0.43307321280241
4670,0.566926786899567
4674,0.786759036183357
4675,0.21324096634984
4676,0.439217611253262
4679,0.560782392024994
4680,0.595137767791748
4686,0.404862233102322
4699,0.605070534348488
4713,0.394929470419884
4718,0.571696300506592
4721,0.428303698003292
4722,0.605752889513969
4724,0.394247119426727
4730,0.525912926197052
4731,0.474087076187134
4735,0.585756658911705
4743,0.414243339002132
4745,0.555959624648094
4746,0.44404037296772
4747,0.892496462464333
4748,0.107503536194563
4769,0.576974922418594
4771,0.423025076985359
4774,0.613482930064201
4784,0.386517067849636
4797,0.575730583071709
4801,0.424269412755966
4804,0.413604547381401
4820,0.586395452618599
4833,0.456249860227108
4834,0.543750139772892
4851,0.566683544516563
4859,0.433316452801228
4860,0.613261855244637
4863,0.386738145947456
4873,0.296043871641159
4881,0.703956129550934
4892,0.331214895546436
4908,0.668785106539726
4911,0.41668172121048
4915,0.583318275213242
4922,0.571042225956917
4929,0.428957771062851
4936,0.410052299201489
4939,0.589947697520256
4951,0.429722993373871
4956,0.570277006626129
4961,0.575071259737015
4964,0.424928738772869
4981,0.336268803626299
4991,0.663731192350388
4992,0.415721589624882
4997,0.584278408885002
5004,0.596531781554222
5010,0.403468215167522
5012,0.463290685713291
5015,0.536709318757057
5020,0.547490581870079
5030,0.452509417831898
5051,0.583789823055267
5052,0.416210178434849
5057,0.542383553385735
5058,0.457616447210312
5060,0.585062679648399
5061,0.414937320649624
5064,0.137969692274928
5078,0.86203030526638
5080,0.569905741810799
5088,0.430094263851643
5089,0.610131921768188
5090,0.389868076741695
5103,0.570030981898308
5108,0.429969009160996
5114,0.411057889461517
5115,0.588942110538483
5124,0.619026319980621
5137,0.380973681509495
5139,0.664648567438126
5144,0.335351430475712
5149,0.203198935911059
5157,0.796801067590713
5163,0.413668385148048
5174,0.586331608891487
5176,0.558505053520203
5179,0.441494948863983
5186,0.57520610332489
5203,0.424793900251389
5204,0.460408340394497
